Poison/Grass:[('Normal', 100), ('Fire', 200), ('Water', 50), ('Electric', 50), ('Grass', 25), ('Ice', 200), ('Fighting', 50), ('Poison', 100), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 50)]
Water/Normal:[('Normal', 100), ('Fire', 50), ('Water', 50), ('Electric', 200), ('Grass', 200), ('Ice', 50), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 100)]
Steel/Psychic:[('Normal', 50), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 100), ('Poison', 0), ('Ground', 200), ('Flying', 50), ('Psychic', 25), ('Bug', 100), ('Rock', 50), ('Ghost', 200), ('Dragon', 50), ('Dark', 200), ('Steel', 50), ('Fairy', 50)]
Fire/Flying:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 200), ('Grass', 25), ('Ice', 100), ('Fighting', 50), ('Poison', 100), ('Ground', 0), ('Flying', 100), ('Psychic', 100), ('Bug', 25), ('Rock', 400), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Dark/Ghost:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 0), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 0), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Dark/Psychic:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 100), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 0), ('Bug', 400), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Ice/Fairy:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 100), ('Poison', 200), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 400), ('Fairy', 100)]
Normal:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Normal/Rock:[('Normal', 50), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 200), ('Ice', 100), ('Fighting', 400), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Fighting/Psychic:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 50), ('Poison', 100), ('Ground', 100), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 50), ('Ghost', 200), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Fairy/Ground:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 200), ('Ice', 200), ('Fighting', 50), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 50), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 200), ('Fairy', 100)]
Ghost/Fighting:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 0), ('Poison', 50), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 25), ('Rock', 50), ('Ghost', 200), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Ice/Normal:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 400), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Ice/Grass:[('Normal', 100), ('Fire', 400), ('Water', 50), ('Electric', 50), ('Grass', 50), ('Ice', 100), ('Fighting', 200), ('Poison', 200), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 200), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Dragon/Dark:[('Normal', 100), ('Fire', 50), ('Water', 50), ('Electric', 50), ('Grass', 50), ('Ice', 200), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 0), ('Bug', 200), ('Rock', 100), ('Ghost', 50), ('Dragon', 200), ('Dark', 50), ('Steel', 100), ('Fairy', 400)]
Rock/Electric:[('Normal', 50), ('Fire', 50), ('Water', 200), ('Electric', 50), ('Grass', 200), ('Ice', 100), ('Fighting', 200), ('Poison', 50), ('Ground', 400), ('Flying', 25), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Fighting/Steel:[('Normal', 50), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 200), ('Poison', 0), ('Ground', 200), ('Flying', 100), ('Psychic', 100), ('Bug', 25), ('Rock', 25), ('Ghost', 100), ('Dragon', 50), ('Dark', 50), ('Steel', 50), ('Fairy', 100)]
Fairy/Flying:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 200), ('Grass', 50), ('Ice', 200), ('Fighting', 25), ('Poison', 200), ('Ground', 0), ('Flying', 100), ('Psychic', 100), ('Bug', 25), ('Rock', 200), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 200), ('Fairy', 100)]
Psychic/Rock:[('Normal', 50), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 200), ('Ice', 100), ('Fighting', 100), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 50), ('Bug', 200), ('Rock', 100), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 200), ('Fairy', 100)]
Electric/Fighting:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 100), ('Ice', 100), ('Fighting', 100), ('Poison', 100), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 50), ('Rock', 50), ('Ghost', 100), ('Dragon', 100), ('Dark', 50), ('Steel', 50), ('Fairy', 200)]
Electric/Ghost:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 100), ('Ice', 100), ('Fighting', 0), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 50), ('Rock', 100), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 50), ('Fairy', 100)]
Rock/Flying:[('Normal', 50), ('Fire', 50), ('Water', 200), ('Electric', 200), ('Grass', 100), ('Ice', 200), ('Fighting', 100), ('Poison', 50), ('Ground', 0), ('Flying', 50), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Steel/Rock:[('Normal', 25), ('Fire', 100), ('Water', 200), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 400), ('Poison', 0), ('Ground', 400), ('Flying', 25), ('Psychic', 50), ('Bug', 50), ('Rock', 50), ('Ghost', 100), ('Dragon', 50), ('Dark', 100), ('Steel', 100), ('Fairy', 50)]
Flying/Fighting:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 200), ('Grass', 50), ('Ice', 200), ('Fighting', 50), ('Poison', 100), ('Ground', 0), ('Flying', 200), ('Psychic', 200), ('Bug', 25), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 50), ('Steel', 100), ('Fairy', 200)]
Fairy/Bug:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 25), ('Poison', 200), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 200), ('Fairy', 100)]
Ground/Poison:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 100), ('Ice', 200), ('Fighting', 50), ('Poison', 25), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 50), ('Rock', 50), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 50)]
Bug/Ghost:[('Normal', 0), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 0), ('Poison', 50), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
Normal/Ice:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 400), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Dragon/Ice:[('Normal', 100), ('Fire', 100), ('Water', 50), ('Electric', 50), ('Grass', 50), ('Ice', 100), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 100), ('Dragon', 200), ('Dark', 100), ('Steel', 200), ('Fairy', 200)]
Fighting/Ice:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 50), ('Steel', 200), ('Fairy', 200)]
Ground/Fighting:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 200), ('Ice', 200), ('Fighting', 100), ('Poison', 50), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 50), ('Rock', 25), ('Ghost', 100), ('Dragon', 100), ('Dark', 50), ('Steel', 100), ('Fairy', 200)]
Grass/Steel:[('Normal', 50), ('Fire', 400), ('Water', 50), ('Electric', 50), ('Grass', 25), ('Ice', 100), ('Fighting', 200), ('Poison', 0), ('Ground', 100), ('Flying', 100), ('Psychic', 50), ('Bug', 100), ('Rock', 50), ('Ghost', 100), ('Dragon', 50), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Rock/Water:[('Normal', 50), ('Fire', 25), ('Water', 100), ('Electric', 200), ('Grass', 400), ('Ice', 50), ('Fighting', 200), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Ghost/Poison:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 0), ('Poison', 25), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 25), ('Rock', 100), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 50)]
Rock/Ice:[('Normal', 50), ('Fire', 100), ('Water', 200), ('Electric', 100), ('Grass', 200), ('Ice', 50), ('Fighting', 400), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 400), ('Fairy', 100)]
Grass/Rock:[('Normal', 50), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 100), ('Ice', 200), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 200), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Ghost/Ice:[('Normal', 0), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 0), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 200), ('Fairy', 100)]
Ground/Rock:[('Normal', 50), ('Fire', 50), ('Water', 400), ('Electric', 0), ('Grass', 400), ('Ice', 200), ('Fighting', 200), ('Poison', 25), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 100), ('Rock', 50), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Ice/Bug:[('Normal', 100), ('Fire', 400), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 100), ('Poison', 100), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 400), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Psychic/Grass:[('Normal', 100), ('Fire', 200), ('Water', 50), ('Electric', 50), ('Grass', 50), ('Ice', 200), ('Fighting', 50), ('Poison', 200), ('Ground', 50), ('Flying', 200), ('Psychic', 50), ('Bug', 400), ('Rock', 100), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
Fire/Bug:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 100), ('Grass', 25), ('Ice', 50), ('Fighting', 50), ('Poison', 100), ('Ground', 100), ('Flying', 200), ('Psychic', 100), ('Bug', 50), ('Rock', 400), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Bug/Psychic:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 25), ('Poison', 100), ('Ground', 50), ('Flying', 200), ('Psychic', 50), ('Bug', 200), ('Rock', 200), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
Normal/Bug:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 100), ('Poison', 100), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Water/Dark:[('Normal', 100), ('Fire', 50), ('Water', 50), ('Electric', 200), ('Grass', 200), ('Ice', 50), ('Fighting', 200), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 0), ('Bug', 200), ('Rock', 100), ('Ghost', 50), ('Dragon', 100), ('Dark', 50), ('Steel', 50), ('Fairy', 200)]
Fighting/Ghost:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 0), ('Poison', 50), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 25), ('Rock', 50), ('Ghost', 200), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Normal/Fire:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 200), ('Poison', 100), ('Ground', 200), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Normal/Dark:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 400), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 0), ('Bug', 200), ('Rock', 100), ('Ghost', 0), ('Dragon', 100), ('Dark', 50), ('Steel', 100), ('Fairy', 200)]
Poison/Ground:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 100), ('Ice', 200), ('Fighting', 50), ('Poison', 25), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 50), ('Rock', 50), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 50)]
Flying/Fire:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 200), ('Grass', 25), ('Ice', 100), ('Fighting', 50), ('Poison', 100), ('Ground', 0), ('Flying', 100), ('Psychic', 100), ('Bug', 25), ('Rock', 400), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Poison/Bug:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 25), ('Ice', 100), ('Fighting', 25), ('Poison', 50), ('Ground', 100), ('Flying', 200), ('Psychic', 200), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 50)]
Grass/Ghost:[('Normal', 0), ('Fire', 200), ('Water', 50), ('Electric', 50), ('Grass', 50), ('Ice', 200), ('Fighting', 0), ('Poison', 100), ('Ground', 50), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
Fire/Grass:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 25), ('Ice', 100), ('Fighting', 100), ('Poison', 200), ('Ground', 100), ('Flying', 200), ('Psychic', 100), ('Bug', 100), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Bug/Grass:[('Normal', 100), ('Fire', 400), ('Water', 50), ('Electric', 50), ('Grass', 25), ('Ice', 200), ('Fighting', 50), ('Poison', 200), ('Ground', 25), ('Flying', 400), ('Psychic', 100), ('Bug', 200), ('Rock', 200), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Dark/Fire:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 200), ('Poison', 100), ('Ground', 200), ('Flying', 100), ('Psychic', 0), ('Bug', 100), ('Rock', 200), ('Ghost', 50), ('Dragon', 100), ('Dark', 50), ('Steel', 50), ('Fairy', 100)]
Electric/Fairy:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 100), ('Ice', 100), ('Fighting', 50), ('Poison', 200), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 0), ('Dark', 50), ('Steel', 100), ('Fairy', 100)]
Fairy/Normal:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 100), ('Poison', 200), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 100), ('Ghost', 0), ('Dragon', 0), ('Dark', 50), ('Steel', 200), ('Fairy', 100)]
Ghost/Fairy:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 0), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 25), ('Rock', 100), ('Ghost', 200), ('Dragon', 0), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Steel/Ground:[('Normal', 50), ('Fire', 200), ('Water', 200), ('Electric', 0), ('Grass', 100), ('Ice', 100), ('Fighting', 200), ('Poison', 0), ('Ground', 200), ('Flying', 50), ('Psychic', 50), ('Bug', 50), ('Rock', 25), ('Ghost', 100), ('Dragon', 50), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Dragon/Ground:[('Normal', 100), ('Fire', 50), ('Water', 100), ('Electric', 0), ('Grass', 100), ('Ice', 400), ('Fighting', 100), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 50), ('Ghost', 100), ('Dragon', 200), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Bug/Fire:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 100), ('Grass', 25), ('Ice', 50), ('Fighting', 50), ('Poison', 100), ('Ground', 100), ('Flying', 200), ('Psychic', 100), ('Bug', 50), ('Rock', 400), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Bug/Steel:[('Normal', 50), ('Fire', 400), ('Water', 100), ('Electric', 100), ('Grass', 25), ('Ice', 50), ('Fighting', 100), ('Poison', 0), ('Ground', 100), ('Flying', 100), ('Psychic', 50), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 50), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Water/Poison:[('Normal', 100), ('Fire', 50), ('Water', 50), ('Electric', 200), ('Grass', 100), ('Ice', 50), ('Fighting', 50), ('Poison', 50), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Dragon/Water:[('Normal', 100), ('Fire', 25), ('Water', 25), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 100), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 200), ('Dark', 100), ('Steel', 50), ('Fairy', 200)]
Steel/Grass:[('Normal', 50), ('Fire', 400), ('Water', 50), ('Electric', 50), ('Grass', 25), ('Ice', 100), ('Fighting', 200), ('Poison', 0), ('Ground', 100), ('Flying', 100), ('Psychic', 50), ('Bug', 100), ('Rock', 50), ('Ghost', 100), ('Dragon', 50), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Rock:[('Normal', 50), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 200), ('Ice', 100), ('Fighting', 200), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Dark/Poison:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 50), ('Ice', 100), ('Fighting', 100), ('Poison', 50), ('Ground', 200), ('Flying', 100), ('Psychic', 0), ('Bug', 100), ('Rock', 100), ('Ghost', 50), ('Dragon', 100), ('Dark', 50), ('Steel', 100), ('Fairy', 100)]
Ice/Ghost:[('Normal', 0), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 0), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 200), ('Fairy', 100)]
Poison/Electric:[('Normal', 100), ('Fire', 100), ('Water', 100), ('Electric', 50), ('Grass', 50), ('Ice', 100), ('Fighting', 50), ('Poison', 50), ('Ground', 400), ('Flying', 50), ('Psychic', 200), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Ice/Psychic:[('Normal', 100), ('Fire', 200), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 50), ('Fighting', 100), ('Poison', 100), ('Ground', 100), ('Flying', 100), ('Psychic', 50), ('Bug', 200), ('Rock', 200), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 200), ('Fairy', 100)]
Water/Rock:[('Normal', 50), ('Fire', 25), ('Water', 100), ('Electric', 200), ('Grass', 400), ('Ice', 50), ('Fighting', 200), ('Poison', 50), ('Ground', 200), ('Flying', 50), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Flying/Dragon:[('Normal', 100), ('Fire', 50), ('Water', 50), ('Electric', 100), ('Grass', 25), ('Ice', 400), ('Fighting', 50), ('Poison', 100), ('Ground', 0), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 100), ('Dragon', 200), ('Dark', 100), ('Steel', 100), ('Fairy', 200)]
Fire/Normal:[('Normal', 100), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 50), ('Ice', 50), ('Fighting', 200), ('Poison', 100), ('Ground', 200), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 200), ('Ghost', 0), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Ice/Ground:[('Normal', 100), ('Fire', 200), ('Water', 200), ('Electric', 0), ('Grass', 200), ('Ice', 100), ('Fighting', 200), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 100), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 200), ('Fairy', 100)]
Ground/Psychic:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 200), ('Ice', 200), ('Fighting', 50), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 50), ('Bug', 200), ('Rock', 50), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
Rock/Fighting:[('Normal', 50), ('Fire', 50), ('Water', 200), ('Electric', 100), ('Grass', 200), ('Ice', 100), ('Fighting', 200), ('Poison', 50), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 50), ('Rock', 50), ('Ghost', 100), ('Dragon', 100), ('Dark', 50), ('Steel', 200), ('Fairy', 200)]
Psychic/Ground:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 200), ('Ice', 200), ('Fighting', 50), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 50), ('Bug', 200), ('Rock', 50), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
Poison/Water:[('Normal', 100), ('Fire', 50), ('Water', 50), ('Electric', 200), ('Grass', 100), ('Ice', 50), ('Fighting', 50), ('Poison', 50), ('Ground', 200), ('Flying', 100), ('Psychic', 200), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 50), ('Fairy', 50)]
Ground/Flying:[('Normal', 100), ('Fire', 100), ('Water', 200), ('Electric', 0), ('Grass', 100), ('Ice', 400), ('Fighting', 50), ('Poison', 50), ('Ground', 0), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 100), ('Ghost', 100), ('Dragon', 100), ('Dark', 100), ('Steel', 100), ('Fairy', 100)]
Ghost:[('Normal', 0), ('Fire', 100), ('Water', 100), ('Electric', 100), ('Grass', 100), ('Ice', 100), ('Fighting', 0), ('Poison', 50), ('Ground', 100), ('Flying', 100), ('Psychic', 100), ('Bug', 50), ('Rock', 100), ('Ghost', 200), ('Dragon', 100), ('Dark', 200), ('Steel', 100), ('Fairy', 100)]
